ID_Sujeto,Origen_Form,Identidad,Bloque,Dilema,Categoria,Respuesta
Suj_036,Respuestas de formulario 3,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_036,Respuestas de formulario 3,ALM,Bloque_1,Bloque_SIN,1,Opción 2
Suj_036,Respuestas de formulario 3,ABC,Bloque_5,Bloque_SIN,2,Opción 2
Suj_036,Respuestas de formulario 3,AQS,Bloque_7,Bloque_SIN,3,Opción 2
Suj_036,Respuestas de formulario 3,AEF,Bloque_3,Bloque_SIN,4,Opción 2
Suj_036,Respuestas de formulario 3,-,Bloque_0,Atencion,2,Opción 3
Suj_036,Respuestas de formulario 3,AGH,Bloque_9,Bloque_SIN,5,Opción 2
Suj_036,Respuestas de formulario 3,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_036,Respuestas de formulario 3,ALM,Bloque_1,Dist,1,Opción 2
Suj_036,Respuestas de formulario 3,ABC,Bloque_5,Dist,2,Opción 1
Suj_036,Respuestas de formulario 3,-,Bloque_0,Atencion,3,Opción 3
Suj_036,Respuestas de formulario 3,AQS,Bloque_7,Dist,3,Opción 2
Suj_036,Respuestas de formulario 3,AEF,Bloque_3,Dist,4,Opción 2
Suj_036,Respuestas de formulario 3,AGH,Bloque_9,Dist,5,Opción 2
Suj_036,Respuestas de formulario 3,AJK,Bloque_11,Dist,6,Opción 2
Suj_037,Respuestas de formulario 3,ALM,Bloque_1,Bloque_CON,1,Opción 2
Suj_037,Respuestas de formulario 3,-,Bloque_0,Atencion,1,Opción 3
Suj_037,Respuestas de formulario 3,ABC,Bloque_5,Bloque_CON,2,Opción 2
Suj_037,Respuestas de formulario 3,AQS,Bloque_7,Bloque_CON,3,Opción 2
Suj_037,Respuestas de formulario 3,AEF,Bloque_3,Bloque_CON,4,Opción 2
Suj_037,Respuestas de formulario 3,AGH,Bloque_9,Bloque_CON,5,Opción 2
Suj_037,Respuestas de formulario 3,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_037,Respuestas de formulario 3,ALM,Bloque_1,Bloque_SIN,1,Opción 2
Suj_037,Respuestas de formulario 3,ABC,Bloque_5,Bloque_SIN,2,Opción 2
Suj_037,Respuestas de formulario 3,AQS,Bloque_7,Bloque_SIN,3,Opción 2
Suj_037,Respuestas de formulario 3,AEF,Bloque_3,Bloque_SIN,4,Opción 2
Suj_037,Respuestas de formulario 3,-,Bloque_0,Atencion,2,Opción 3
Suj_037,Respuestas de formulario 3,AGH,Bloque_9,Bloque_SIN,5,Opción 2
Suj_037,Respuestas de formulario 3,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_037,Respuestas de formulario 3,ALM,Bloque_1,Dist,1,Opción 2
Suj_037,Respuestas de formulario 3,ABC,Bloque_5,Dist,2,Opción 2
Suj_037,Respuestas de formulario 3,-,Bloque_0,Atencion,3,Opción 3
Suj_037,Respuestas de formulario 3,AQS,Bloque_7,Dist,3,Opción 2
Suj_037,Respuestas de formulario 3,AEF,Bloque_3,Dist,4,Opción 2
Suj_037,Respuestas de formulario 3,AGH,Bloque_9,Dist,5,Opción 2
Suj_037,Respuestas de formulario 3,AJK,Bloque_11,Dist,6,Opción 2
Suj_038,Respuestas de formulario 3,ALM,Bloque_1,Bloque_CON,1,Opción 1
Suj_038,Respuestas de formulario 3,-,Bloque_0,Atencion,1,Opción 3
Suj_038,Respuestas de formulario 3,ABC,Bloque_5,Bloque_CON,2,Opción 2
Suj_038,Respuestas de formulario 3,AQS,Bloque_7,Bloque_CON,3,Opción 1
Suj_038,Respuestas de formulario 3,AEF,Bloque_3,Bloque_CON,4,Opción 2
Suj_038,Respuestas de formulario 3,AGH,Bloque_9,Bloque_CON,5,Opción 1
Suj_038,Respuestas de formulario 3,AJK,Bloque_11,Bloque_CON,6,Opción 1
Suj_038,Respuestas de formulario 3,ALM,Bloque_1,Bloque_SIN,1,Opción 2
Suj_038,Respuestas de formulario 3,ABC,Bloque_5,Bloque_SIN,2,Opción 1
Suj_038,Respuestas de formulario 3,AQS,Bloque_7,Bloque_SIN,3,Opción 2
Suj_038,Respuestas de formulario 3,AEF,Bloque_3,Bloque_SIN,4,Opción 2
Suj_038,Respuestas de formulario 3,-,Bloque_0,Atencion,2,Opción 3
Suj_038,Respuestas de formulario 3,AGH,Bloque_9,Bloque_SIN,5,Opción 2
Suj_038,Respuestas de formulario 3,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_038,Respuestas de formulario 3,ALM,Bloque_1,Dist,1,Opción 2
Suj_038,Respuestas de formulario 3,ABC,Bloque_5,Dist,2,Opción 2
Suj_038,Respuestas de formulario 3,-,Bloque_0,Atencion,3,Opción 3
Suj_038,Respuestas de formulario 3,AQS,Bloque_7,Dist,3,Opción 2
Suj_038,Respuestas de formulario 3,AEF,Bloque_3,Dist,4,Opción 2
Suj_038,Respuestas de formulario 3,AGH,Bloque_9,Dist,5,Opción 2
Suj_038,Respuestas de formulario 3,AJK,Bloque_11,Dist,6,Opción 2
Suj_039,Respuestas de formulario 3,ALM,Bloque_1,Bloque_CON,1,Opción 1
Suj_039,Respuestas de formulario 3,-,Bloque_0,Atencion,1,Opción 3
Suj_039,Respuestas de formulario 3,ABC,Bloque_5,Bloque_CON,2,Opción 2
Suj_039,Respuestas de formulario 3,AQS,Bloque_7,Bloque_CON,3,Opción 2
Suj_039,Respuestas de formulario 3,AEF,Bloque_3,Bloque_CON,4,Opción 1
Suj_039,Respuestas de formulario 3,AGH,Bloque_9,Bloque_CON,5,Opción 1
Suj_039,Respuestas de formulario 3,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_039,Respuestas de formulario 3,ALM,Bloque_1,Bloque_SIN,1,Opción 1
Suj_039,Respuestas de formulario 3,ABC,Bloque_5,Bloque_SIN,2,Opción 1
Suj_039,Respuestas de formulario 3,AQS,Bloque_7,Bloque_SIN,3,Opción 2
Suj_039,Respuestas de formulario 3,AEF,Bloque_3,Bloque_SIN,4,Opción 1
Suj_039,Respuestas de formulario 3,-,Bloque_0,Atencion,2,Opción 3
Suj_039,Respuestas de formulario 3,AGH,Bloque_9,Bloque_SIN,5,Opción 1
Suj_039,Respuestas de formulario 3,AJK,Bloque_11,Bloque_SIN,6,Opción 1
Suj_039,Respuestas de formulario 3,ALM,Bloque_1,Dist,1,Opción 1
Suj_039,Respuestas de formulario 3,ABC,Bloque_5,Dist,2,Opción 1
Suj_039,Respuestas de formulario 3,-,Bloque_0,Atencion,3,Opción 3
Suj_039,Respuestas de formulario 3,AQS,Bloque_7,Dist,3,Opción 2
Suj_039,Respuestas de formulario 3,AEF,Bloque_3,Dist,4,Opción 1
Suj_039,Respuestas de formulario 3,AGH,Bloque_9,Dist,5,Opción 1
Suj_039,Respuestas de formulario 3,AJK,Bloque_11,Dist,6,Opción 2
Suj_040,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_040,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_040,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 3
Suj_040,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 1
Suj_040,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_040,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_040,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_040,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_040,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_040,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 1
Suj_040,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 1
Suj_040,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_040,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_040,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_040,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_040,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 1
Suj_040,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 1
Suj_040,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_040,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_040,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_040,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_041,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_041,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_041,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 3
Suj_041,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 1
Suj_041,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_041,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_041,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_041,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_041,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_041,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 1
Suj_041,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_041,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_041,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_041,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_041,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_041,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 2
Suj_041,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 1
Suj_041,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_041,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_041,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_041,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_042,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_042,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 1
Suj_042,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 1
Suj_042,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 1
Suj_042,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_042,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_042,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_042,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_042,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 2
Suj_042,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 1
Suj_042,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_042,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_042,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_042,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 1
Suj_042,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 1
Suj_042,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 2
Suj_042,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 1
Suj_042,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_042,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 1
Suj_042,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_042,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 2
Suj_043,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_043,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_043,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 2
Suj_043,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 2
Suj_043,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_043,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_043,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_043,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_043,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_043,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 2
Suj_043,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_043,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_043,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_043,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_043,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_043,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 2
Suj_043,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 2
Suj_043,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_043,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_043,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_043,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_044,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_044,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_044,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 3
Suj_044,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 2
Suj_044,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_044,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_044,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_044,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_044,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_044,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 2
Suj_044,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_044,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_044,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_044,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_044,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_044,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 2
Suj_044,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 2
Suj_044,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_044,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_044,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_044,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_045,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_045,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_045,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 3
Suj_045,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 2
Suj_045,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_045,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_045,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_045,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_045,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_045,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 2
Suj_045,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_045,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_045,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_045,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_045,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_045,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 2
Suj_045,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 2
Suj_045,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_045,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_045,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_045,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_046,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_046,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 1
Suj_046,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 2
Suj_046,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 1
Suj_046,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_046,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_046,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_046,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_046,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 1
Suj_046,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 1
Suj_046,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 1
Suj_046,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 1
Suj_046,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 1
Suj_046,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 1
Suj_046,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 1
Suj_046,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 1
Suj_046,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 1
Suj_046,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 1
Suj_046,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 1
Suj_046,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 1
Suj_046,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_047,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_047,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_047,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 3
Suj_047,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 1
Suj_047,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_047,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_047,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_047,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_047,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_047,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 2
Suj_047,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_047,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_047,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_047,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_047,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_047,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 1
Suj_047,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 1
Suj_047,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 1
Suj_047,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_047,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 1
Suj_047,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_048,Respuestas de formulario 4,AQS,Bloque_7,Bloque_CON,1,Opción 2
Suj_048,Respuestas de formulario 4,AJK,Bloque_3,Bloque_CON,2,Opción 2
Suj_048,Respuestas de formulario 4,-,Bloque_0,Atencion,1,Opción 3
Suj_048,Respuestas de formulario 4,ABC,Bloque_1,Bloque_CON,3,Opción 2
Suj_048,Respuestas de formulario 4,ALM,Bloque_9,Bloque_CON,4,Opción 2
Suj_048,Respuestas de formulario 4,AEF,Bloque_5,Bloque_CON,5,Opción 2
Suj_048,Respuestas de formulario 4,AGH,Bloque_11,Bloque_CON,6,Opción 2
Suj_048,Respuestas de formulario 4,AQS,Bloque_7,Bloque_SIN,1,Opción 2
Suj_048,Respuestas de formulario 4,-,Bloque_0,Atencion,2,Opción 3
Suj_048,Respuestas de formulario 4,AJK,Bloque_3,Bloque_SIN,2,Opción 2
Suj_048,Respuestas de formulario 4,ABC,Bloque_1,Bloque_SIN,3,Opción 2
Suj_048,Respuestas de formulario 4,ALM,Bloque_9,Bloque_SIN,4,Opción 2
Suj_048,Respuestas de formulario 4,AEF,Bloque_5,Bloque_SIN,5,Opción 2
Suj_048,Respuestas de formulario 4,AGH,Bloque_11,Bloque_SIN,6,Opción 2
Suj_048,Respuestas de formulario 4,AQS,Bloque_7,Dist,1,Opción 2
Suj_048,Respuestas de formulario 4,AJK,Bloque_3,Dist,2,Opción 2
Suj_048,Respuestas de formulario 4,ABC,Bloque_1,Dist,3,Opción 2
Suj_048,Respuestas de formulario 4,ALM,Bloque_9,Dist,4,Opción 2
Suj_048,Respuestas de formulario 4,AEF,Bloque_5,Dist,5,Opción 2
Suj_048,Respuestas de formulario 4,AGH,Bloque_11,Dist,6,Opción 2
Suj_048,Respuestas de formulario 4,-,Bloque_0,Atencion,3,Opción 3
Suj_049,Respuestas de formulario 5,ABC,Bloque_7,Bloque_SIN,1,Opción 2
Suj_049,Respuestas de formulario 5,AEF,Bloque_3,Bloque_SIN,2,Opción 1
Suj_049,Respuestas de formulario 5,AJK,Bloque_1,Bloque_SIN,3,Opción 1
Suj_049,Respuestas de formulario 5,-,Bloque_0,Atencion,1,Opción 3
Suj_049,Respuestas de formulario 5,AGH,Bloque_9,Bloque_SIN,4,Opción 2
Suj_049,Respuestas de formulario 5,ALM,Bloque_5,Bloque_SIN,5,Opción 2
Suj_049,Respuestas de formulario 5,AQS,Bloque_11,Bloque_SIN,6,Opción 2
Suj_049,Respuestas de formulario 5,ABC,Bloque_7,Bloque_CON,1,Opción 2
Suj_049,Respuestas de formulario 5,AEF,Bloque_3,Bloque_CON,2,Opción 1
Suj_049,Respuestas de formulario 5,AJK,Bloque_1,Bloque_CON,3,Opción 1
Suj_049,Respuestas de formulario 5,AGH,Bloque_9,Bloque_CON,4,Opción 2
Suj_049,Respuestas de formulario 5,ALM,Bloque_5,Bloque_CON,5,Opción 2
Suj_049,Respuestas de formulario 5,AQS,Bloque_11,Bloque_CON,6,Opción 2
Suj_049,Respuestas de formulario 5,-,Bloque_0,Atencion,2,Opción 3
Suj_049,Respuestas de formulario 5,ABC,Bloque_7,Dist,1,Opción 2
Suj_049,Respuestas de formulario 5,AEF,Bloque_3,Dist,2,Opción 1
Suj_049,Respuestas de formulario 5,-,Bloque_0,Atencion,3,Opción 3
Suj_049,Respuestas de formulario 5,AJK,Bloque_1,Dist,3,Opción 1
Suj_049,Respuestas de formulario 5,AGH,Bloque_9,Dist,4,Opción 2
Suj_049,Respuestas de formulario 5,ALM,Bloque_5,Dist,5,Opción 2
Suj_049,Respuestas de formulario 5,AQS,Bloque_11,Dist,6,Opción 2
Suj_050,Respuestas de formulario 5,ABC,Bloque_7,Bloque_SIN,1,Opción 2
Suj_050,Respuestas de formulario 5,AEF,Bloque_3,Bloque_SIN,2,Opción 1
Suj_050,Respuestas de formulario 5,AJK,Bloque_1,Bloque_SIN,3,Opción 1
Suj_050,Respuestas de formulario 5,-,Bloque_0,Atencion,1,Opción 3
Suj_050,Respuestas de formulario 5,AGH,Bloque_9,Bloque_SIN,4,Opción 2
Suj_050,Respuestas de formulario 5,ALM,Bloque_5,Bloque_SIN,5,Opción 2
Suj_050,Respuestas de formulario 5,AQS,Bloque_11,Bloque_SIN,6,Opción 2
Suj_050,Respuestas de formulario 5,ABC,Bloque_7,Bloque_CON,1,Opción 2
Suj_050,Respuestas de formulario 5,AEF,Bloque_3,Bloque_CON,2,Opción 1
Suj_050,Respuestas de formulario 5,AJK,Bloque_1,Bloque_CON,3,Opción 1
Suj_050,Respuestas de formulario 5,AGH,Bloque_9,Bloque_CON,4,Opción 2
Suj_050,Respuestas de formulario 5,ALM,Bloque_5,Bloque_CON,5,Opción 2
Suj_050,Respuestas de formulario 5,AQS,Bloque_11,Bloque_CON,6,Opción 2
Suj_050,Respuestas de formulario 5,-,Bloque_0,Atencion,2,Opción 3
Suj_050,Respuestas de formulario 5,ABC,Bloque_7,Dist,1,Opción 2
Suj_050,Respuestas de formulario 5,AEF,Bloque_3,Dist,2,Opción 1
Suj_050,Respuestas de formulario 5,-,Bloque_0,Atencion,3,Opción 3
Suj_050,Respuestas de formulario 5,AJK,Bloque_1,Dist,3,Opción 1
Suj_050,Respuestas de formulario 5,AGH,Bloque_9,Dist,4,Opción 2
Suj_050,Respuestas de formulario 5,ALM,Bloque_5,Dist,5,Opción 2
Suj_050,Respuestas de formulario 5,AQS,Bloque_11,Dist,6,Opción 2
Suj_051,Respuestas de formulario 5,ABC,Bloque_7,Bloque_SIN,1,Opción 1
Suj_051,Respuestas de formulario 5,AEF,Bloque_3,Bloque_SIN,2,Opción 2
Suj_051,Respuestas de formulario 5,AJK,Bloque_1,Bloque_SIN,3,Opción 1
Suj_051,Respuestas de formulario 5,-,Bloque_0,Atencion,1,Opción 3
Suj_051,Respuestas de formulario 5,AGH,Bloque_9,Bloque_SIN,4,Opción 1
Suj_051,Respuestas de formulario 5,ALM,Bloque_5,Bloque_SIN,5,Opción 1
Suj_051,Respuestas de formulario 5,AQS,Bloque_11,Bloque_SIN,6,Opción 1
Suj_051,Respuestas de formulario 5,ABC,Bloque_7,Bloque_CON,1,Opción 1
Suj_051,Respuestas de formulario 5,AEF,Bloque_3,Bloque_CON,2,Opción 2
Suj_051,Respuestas de formulario 5,AJK,Bloque_1,Bloque_CON,3,Opción 2
Suj_051,Respuestas de formulario 5,AGH,Bloque_9,Bloque_CON,4,Opción 1
Suj_051,Respuestas de formulario 5,ALM,Bloque_5,Bloque_CON,5,Opción 1
