ID_Sujeto,Origen_Form,expectativa_sin,expectativa_grande,expectativa_pequeña,ndc_1,ndc_2,ndc_3,ndc_4,ndc_5,ndc_6,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,Genero,politica,nivel_se
Suj_117,Respuestas de formulario 10,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,5,5,1,2,4,5,4,5,1,5,2,5,1,5,1,5,Hombre,1,7
Suj_118,Respuestas de formulario 10,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,4,4,1,1,5,4,1,5,1,3,3,4,3,3,2,1,Mujer,4,6
Suj_119,Respuestas de formulario 10,No espero ningún efecto,No espero ningún efecto,La opción 1 incrementa la posibilidad de cooperación,3,3,3,3,3,4,2,4,2,4,3,4,2,4,2,4,Mujer,3,5
Suj_120,Respuestas de formulario 10,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,4,4,2,1,5,5,1,5,1,4,1,4,1,5,1,5,Mujer,4,6
Suj_121,Respuestas de formulario 10,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,3,1,2,4,4,3,5,2,5,3,5,2,5,1,3,Hombre,3,6
Suj_122,Respuestas de formulario 10,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,3,3,2,1,3,4,2,2,3,2,4,4,5,4,2,1,Mujer,3,4
Suj_123,Respuestas de formulario 10,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,3,1,2,5,4,4,2,3,4,5,4,3,2,2,3,Hombre,5,6
Suj_124,Respuestas de formulario 10,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,4,4,2,1,3,4,1,4,1,5,5,5,4,3,1,3,Mujer,3,7
Suj_125,Respuestas de formulario 10,La Opción 2 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,No espero ningún efecto,4,4,2,2,4,2,2,2,2,3,3,4,3,4,3,3,Mujer,4,5
Suj_126,Respuestas de formulario 10,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,3,2,1,2,4,4,1,4,1,4,2,4,2,5,3,3,Mujer,4,6
Suj_127,Respuestas de formulario 10,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,3,5,1,1,5,5,2,3,1,5,2,5,1,5,1,2,Mujer,2,6
Suj_128,Respuestas de formulario 10,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,3,4,2,2,5,5,1,5,1,5,4,5,1,5,1,5,Mujer,4,6
Suj_129,Respuestas de formulario 10,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,5,4,4,4,3,5,2,4,3,5,5,4,3,1,5,5,Hombre,4,3
Suj_130,Respuestas de formulario 10,No espero ningún efecto,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,4,4,1,2,4,5,2,3,2,1,3,5,2,5,2,2,Hombre,4,7
Suj_131,Respuestas de formulario 10,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,3,4,4,5,3,1,3,3,3,4,4,3,4,4,2,Mujer,4,4
Suj_132,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,4,4,2,1,4,4,2,4,1,4,2,4,2,4,3,4,Mujer,3,4
Suj_133,Respuestas de formulario 11,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,No espero ningún efecto,4,4,2,4,4,4,1,4,1,5,3,5,1,5,1,4,Hombre,4,6
Suj_134,Respuestas de formulario 11,No espero ningún efecto,No espero ningún efecto,La opción 1 incrementa la posibilidad de cooperación,2,4,5,1,5,5,2,4,4,5,5,5,5,5,1,3,Mujer,3,7
Suj_135,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,3,4,2,1,4,3,1,4,1,4,1,3,1,3,1,3,Mujer,4,5
Suj_136,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,5,1,1,4,5,3,4,1,5,4,5,3,4,2,3,No binario,2,6
Suj_137,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,4,4,1,1,5,5,1,5,1,5,1,5,1,5,1,5,Mujer,1,8
Suj_138,Respuestas de formulario 11,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,3,1,1,4,3,2,3,1,3,4,3,3,4,1,3,Mujer,6,6
Suj_139,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,5,4,5,5,5,5,1,5,1,5,1,5,1,5,1,5,Mujer,4,6
Suj_140,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,4,4,2,2,5,5,1,5,1,5,3,5,2,5,1,4,Hombre,3,4
Suj_141,Respuestas de formulario 11,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,5,5,5,3,5,5,2,3,1,5,3,5,4,3,1,3,Hombre,3,9
Suj_142,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,1,1,1,5,4,3,3,3,2,5,3,5,3,3,3,4,Mujer,3,2
Suj_143,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,3,4,1,1,4,1,1,5,1,4,5,5,4,5,1,3,Mujer,4,5
Suj_144,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,5,5,1,1,5,5,3,3,3,3,3,3,3,3,3,3,Mujer,5,7
Suj_145,Respuestas de formulario 11,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,5,5,1,1,5,5,1,5,1,5,4,5,1,5,1,5,Mujer,2,5
Suj_146,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,No espero ningún efecto,5,5,5,1,5,3,1,3,3,3,3,3,3,5,1,5,Mujer,4,5
Suj_147,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,5,1,1,4,3,1,4,1,4,3,4,2,2,1,1,Hombre,6,8
Suj_148,Respuestas de formulario 11,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,3,4,2,2,3,2,4,5,1,4,3,3,3,4,2,3,Hombre,5,5
Suj_149,Respuestas de formulario 11,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,4,2,1,5,4,2,3,1,4,3,3,3,3,1,3,Mujer,6,6
Suj_150,Respuestas de formulario 11,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,3,2,5,1,4,1,2,5,3,1,1,1,1,1,5,5,No binario,3,6
Suj_151,Respuestas de formulario 11,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,3,4,2,2,4,4,1,4,1,4,1,3,2,3,2,4,Hombre,5,4
Suj_152,Respuestas de formulario 12,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,5,3,2,5,3,3,3,1,4,4,5,1,5,1,5,Mujer,3,7
Suj_153,Respuestas de formulario 12,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,2,4,1,3,4,2,1,4,1,5,2,4,2,5,3,3,Hombre,1,5
Suj_154,Respuestas de formulario 12,No espero ningún efecto,No espero ningún efecto,No espero ningún efecto,1,5,2,3,4,3,2,5,1,5,1,5,1,5,1,5,Mujer,1,4
Suj_155,Respuestas de formulario 12,La Opción 2 incrementa la probabilidad de cooperación,No espero ningún efecto,No espero ningún efecto,3,2,2,2,4,5,3,5,1,3,2,3,1,5,1,5,Mujer,4,4
Suj_156,Respuestas de formulario 12,La Opción 1 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,3,1,1,4,5,5,5,1,5,1,5,3,5,1,5,Hombre,4,7
Suj_157,Respuestas de formulario 12,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,3,2,3,5,3,2,5,1,5,1,5,1,5,1,5,Hombre,3,4
Suj_158,Respuestas de formulario 12,La Opción 1 incrementa la probabilidad de cooperación,No espero ningún efecto,La opción 1 incrementa la posibilidad de cooperación,5,4,1,1,5,5,2,5,1,5,1,5,1,5,1,4,Mujer,3,6
Suj_159,Respuestas de formulario 12,La Opción 1 incrementa la probabilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,La opción 1 incrementa la posibilidad de cooperación,3,3,2,2,4,3,1,1,1,1,5,1,3,1,3,1,Hombre,6,4
Suj_160,Respuestas de formulario 12,La Opción 2 incrementa la probabilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,4,3,1,4,5,2,5,1,5,1,5,2,4,1,5,Hombre,3,6
Suj_161,Respuestas de formulario 12,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,4,4,1,1,5,3,1,5,1,5,1,5,1,5,1,3,Mujer,2,3
Suj_162,Respuestas de formulario 12,No espero ningún efecto,La opción 2 incrementa la posibilidad de cooperación,La opción 2 incrementa la posibilidad de cooperación,5,5,1,1,5,5,1,5,1,5,1,5,1,5,1,5,Mujer,4,10
